"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"108",2020-02-25,"Sweden",0,0,313.128131309198,54.1749684866994,909.898446521848,72.0406256912952,16.55283094146,186.774409514691,42.0421230379927,94.6645495227348,0,0,0.00530680592185023,0.000713870326493067,0.0165734292186789,0.00290314052514981,0.000390566838529405,0.0090664159670793,0.001363827686669,0.00371406317686295,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"109",2020-02-26,"Sweden",0,0,402.651959947816,76.7803695865414,1134.80058489806,89.5238286386184,22.605401099842,224.902138376216,54.3880318615262,115.764588802077,0,0,0.0104560562152047,0.00140805591152607,0.0326450372187612,0.00514925029335451,0.000694185585033008,0.0160716080000824,0.00242059950764663,0.00658721953419596,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"110",2020-02-27,"Sweden",1,1,515.657666990008,108.400737053707,1407.18906639896,113.005707042192,31.6203674671658,272.388481500899,70.8003126666355,143.082170294402,0,0,0.0188654579753429,0.00254958831884374,0.0588417508853696,0.0084094017601382,0.00114153240731767,0.0261967136666084,0.00396179578350564,0.0107558718509848,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"111",2020-02-28,"Sweden",5,6,659.200297900779,152.834561087478,1734.54491886322,143.54263091077,44.4338240337711,327.355852464255,94.310876024226,177.606819390331,0,0,0.0317582847931866,0.00432660572165343,0.0988344830481768,0.0128928268178437,0.00177701740280969,0.0399927321628072,0.00610331614344456,0.0164835814369121,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"112",2020-02-29,"Sweden",5,11,841.991018228647,215.266174915829,2126.69668594572,182.790720327868,62.4316138283507,392.151767082504,124.124190311228,223.48962577164,0,0,0.0506191098718743,0.00699450694819927,0.156914359438665,0.0188608250786877,0.00266790122654584,0.0580798763904883,0.0090016605062569,0.0240961238099016,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"113",2020-03-01,"Sweden",1,12,1075.13601915655,302.947169654878,2597.1070468807,233.145000927903,87.6809947390487,470.410360934981,160.704537052851,278.81122360782,0,0,0.0772413176760039,0.010905005045354,0.23801856332466,0.0266222078041296,0.00391049809715475,0.0811042038859947,0.0128569734933641,0.033973134320829,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"114",2020-03-02,"Sweden",1,13,1372.96013084761,426.072882528051,3163.96096995863,297.824111691064,123.125712873173,566.853923077923,213.755495011059,351.844592894515,0,0,0.113801978856618,0.0165469096527099,0.347816310236601,0.0365606611806141,0.00564190460735587,0.109797746911941,0.0179305509820738,0.0465796965918339,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"115",2020-03-03,"Sweden",1,14,1754.00515998751,595.62023560944,3882.41221515495,381.045029139894,169.547353081389,718.45124519632,280.786223856221,447.000744978956,0,0,0.162995600106131,0.0246153502661622,0.492934194525347,0.049193621249513,0.00806844061345235,0.145117884288746,0.0246321251752348,0.0625345333308828,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"116",2020-03-04,"Sweden",9,23,2242.31023052769,826.487666523941,4763.95508545528,488.305070540182,230.867430914501,881.542870300331,370.217727922573,574.721455955606,0,0,0.228215587091964,0.0360999707799628,0.681742871659518,0.0652199869858331,0.0114846205138006,0.188808677134171,0.0334663846425203,0.0841405040290159,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"117",2020-03-05,"Sweden",11,34,2869.08645881926,1145.99488476422,5844.7011097479,626.776228291572,319.507218240277,1080.74602429263,479.13175448378,749.930003107391,0,0,0.313692702700669,0.0523992174937958,0.923809582906023,0.0854771156087046,0.016299246713833,0.242066711246506,0.0450793473134924,0.112400545755221,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"118",2020-03-06,"Sweden",26,60,3674.91859913956,1595.78705853108,7256.26334428616,805.832140320299,449.792173766858,1411.56223453825,630.028185610618,955.858213567905,0,0,0.424776371713703,0.0755004703871418,1.23058304859244,0.111083669013035,0.023101252893346,0.306773465686415,0.0603546742194292,0.148134017955902,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
"119",2020-03-07,"Sweden",76,136,4712.66426646097,2237.13600272984,9036.83186215819,1037.74566732141,641.348944198761,1780.56851787204,806.620425955838,1200.76709803188,0,0,0.568171534018889,0.108212265484705,1.61555911493135,0.143395162305186,0.0327117950975636,0.384976066338916,0.0807738042950204,0.189451547203499,4.17263051208074,2.96675431746586,6.0715555426809,3.60791031275797,4.57109399436137
